step_id,type,title,description,playbook
2705,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2706,ACTION,Report Suspected Malicious Activity to CISA,Follow established internal procedures and report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2707,ACTION,Avoid Social Engineering Attacks,Do not click web links or open attachments in unsolicited email messages. Refer to resources on recognizing and avoiding email scams and social engineering attacks.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2708,ACTION,Verify Installed Version,Ensure that the original DRASimuCAD v1.02.00.00 is installed before applying the patch.,CISA_ICS_icsa-25-010-03_playbook-icsa-25-010-03.json
2709,ACTION,Apply Delta Patch,Download and install the patch from Delta Download Center to fix the vulnerabilities.,CISA_ICS_icsa-25-010-03_playbook-icsa-25-010-03.json
2710,ACTION,Avoid Untrusted Links and Attachments,Do not click on untrusted Internet links or open unsolicited attachments in emails to prevent potential security threats.,CISA_ICS_icsa-25-010-03_playbook-icsa-25-010-03.json
2711,ACTION,Network Isolation,Avoid exposing control systems and equipment to the Internet. Place systems and devices behind a firewall and isolate them from the business network.,CISA_ICS_icsa-25-010-03_playbook-icsa-25-010-03.json
2712,ACTION,Secure Remote Access,"When remote access is required, use a secure access method, such as a virtual private network (VPN).",CISA_ICS_icsa-25-010-03_playbook-icsa-25-010-03.json
2713,ACTION,Perform Impact Analysis and Risk Assessment,Conduct proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-010-03_playbook-icsa-25-010-03.json
2714,ACTION,Report Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-010-03_playbook-icsa-25-010-03.json
2715,ACTION,Update to UNEM R16B PC4 or R15B PC5,Update from EOL versions to UNEM R16B PC4 or R15B PC5 to mitigate vulnerabilities.,CISA_ICS_icsa-25-014-01_playbook-icsa-25-014-01.json
2716,ACTION,Update to FOXMAN-UN R16B PC4,Update from FOXMAN-UN R16B PC2 to R16B PC4 to mitigate vulnerabilities.,CISA_ICS_icsa-25-014-01_playbook-icsa-25-014-01.json
2717,ACTION,Update to FOXMAN-UN R15B PC5,Update from FOXMAN-UN R15B PC4 to R15B PC5 to mitigate vulnerabilities.,CISA_ICS_icsa-25-014-01_playbook-icsa-25-014-01.json
2718,ACTION,Deny nemadm account for SSH logins,Configure DenyUsers in /etc/ssh/sshd_config to deny nemadm account for SSH logins.,CISA_ICS_icsa-25-014-01_playbook-icsa-25-014-01.json
2719,ACTION,Apply General Mitigation Factors,Apply general mitigation factors to minimize risk of exploitation.,CISA_ICS_icsa-25-014-01_playbook-icsa-25-014-01.json
2720,ACTION,Minimize Network Exposure,"Minimize network exposure for all control system devices and/or systems, ensuring they are not accessible from the internet.",CISA_ICS_icsa-25-014-01_playbook-icsa-25-014-01.json
2721,ACTION,Locate Control System Networks Behind Firewalls,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-014-01_playbook-icsa-25-014-01.json
2722,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as VPNs, ensuring they are updated to the most recent version.",CISA_ICS_icsa-25-014-01_playbook-icsa-25-014-01.json
2723,ACTION,Limit Authenticated User Access,Limit authenticated user access to the workstation running Vijeo Designer and implement existing User Account Control practices.,CISA_ICS_icsa-25-014-02_playbook-icsa-25-014-02.json
2724,ACTION,Remove Write Permissions,Remove the write permissions for 'Everyone' on the folder 'C:\Program Files (x86)\Schneider Electric\Vijeo-Designer 6.3\Vijeo-Runtime'.,CISA_ICS_icsa-25-014-02_playbook-icsa-25-014-02.json
2725,ACTION,Follow Cybersecurity Best Practices,"Follow workstation, network, and site-hardening guidelines in the Recommended Cybersecurity Best Practices guide.",CISA_ICS_icsa-25-014-02_playbook-icsa-25-014-02.json
2726,ACTION,Update to V6.3 SP1,Update to version V6.3 SP1 of Vijeo Designer through the Schneider Electric Software Update (SESU) application.,CISA_ICS_icsa-25-014-02_playbook-icsa-25-014-02.json
2727,ACTION,Limit Authenticated User Access,Limit authenticated user access to the workstation running Vijeo Designer and implement existing User Account Control practices.,CISA_ICS_icsa-25-014-02_playbook-icsa-25-014-02_V1.json
2728,ACTION,Remove Write Permissions,Remove the write permissions for 'Everyone' on the folder 'C:\Program Files (x86)\Schneider Electric\Vijeo-Designer 6.3\Vijeo-Runtime'.,CISA_ICS_icsa-25-014-02_playbook-icsa-25-014-02_V1.json
2729,ACTION,Update to V6.3 SP1,Update to version V6.3 SP1 of Vijeo Designer through the Schneider Electric Software Update (SESU) application.,CISA_ICS_icsa-25-014-02_playbook-icsa-25-014-02_V1.json
2730,ACTION,Limit Authenticated User Access,Limit authenticated user access to the workstation running Vijeo Designer and implement existing User Account Control practices.,CISA_ICS_icsa-25-014-02_playbook-icsa-25-014-02_V1.json
2731,ACTION,Remove Write Permissions,Remove the write permissions for 'Everyone' on the folder 'C:\Program Files (x86)\Schneider Electric\Vijeo-Designer 6.3\Vijeo-Runtime'.,CISA_ICS_icsa-25-014-02_playbook-icsa-25-014-02_V1.json
2732,ACTION,Follow Cybersecurity Best Practices,"Follow workstation, network, and site-hardening guidelines in the Recommended Cybersecurity Best Practices guide.",CISA_ICS_icsa-25-014-02_playbook-icsa-25-014-02_V1.json
2733,ACTION,Update to EcoStruxure Power Monitoring Expert 2021 CU2,Download and install EcoStruxure Power Monitoring Expert 2021 CU2 to fix the vulnerability.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2734,ACTION,Update to EcoStruxure Power Monitoring Expert 2022,Download and install EcoStruxure Power Monitoring Expert 2022 to fix the vulnerability.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2735,ACTION,Upgrade to latest version of EcoStruxure Power Monitoring Expert,Contact Schneider Electric Customer Care Center to upgrade to the latest version of EcoStruxure Power Monitoring Expert.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2736,ACTION,Update to EcoStruxure Power Operations 2022 CU5,Download and install EcoStruxure Power Operations 2022 CU5 to fix the vulnerability.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2737,ACTION,Upgrade to latest version of EcoStruxure Power Operations,Contact Schneider Electric Customer Care Center to upgrade to the latest version of EcoStruxure Power Operations.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2738,ACTION,Update to EcoStruxure Power Operations 2021 CU3 Hotfix 3,Download and install EcoStruxure Power Operations 2021 CU3 Hotfix 3 to fix the vulnerability.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2739,ACTION,Upgrade to latest version of EcoStruxure Power Operations,Contact Schneider Electric Customer Care Center to upgrade to the latest version of EcoStruxure Power Operations.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2740,ACTION,Upgrade EcoStruxure Power Monitoring Expert 2020,Contact Schneider Electric Customer Care Center to upgrade to the latest version of EcoStruxure Power Monitoring Expert as it is at its end-of-life support.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2741,ACTION,Upgrade EcoStruxure Power SCADA Operation 2020,Contact Schneider Electric Customer Care Center to upgrade to the latest version of EcoStruxure Power SCADA Operation as it is at its end-of-life support.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2742,ACTION,Minimize Network Exposure,Ensure control system devices and systems are not accessible from the internet.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2743,ACTION,Locate Control Systems Behind Firewalls,Place control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2744,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as VPNs, ensuring they are updated to the most recent version.",CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2745,ACTION,Perform Impact Analysis and Risk Assessment,Conduct proper impact analysis and risk assessment before deploying defensive measures.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2746,ACTION,Implement Cybersecurity Strategies for ICS,Implement recommended cybersecurity strategies for proactive defense of ICS assets.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2747,ACTION,Report Suspected Malicious Activity,Follow established internal procedures and report findings to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2748,ACTION,Avoid Clicking Unsolicited Links,Do not click web links or open attachments in unsolicited email messages.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2749,ACTION,Educate on Social Engineering and Phishing,Refer to resources on recognizing and avoiding email scams and social engineering attacks.,CISA_ICS_icsa-25-014-03_playbook-icsa-25-014-03.json
2750,ACTION,Implement linphone-sdk Fix,Upgrade to Version 5.3.99 of the linphone-sdk to address the vulnerability.,CISA_ICS_icsa-25-014-04_playbook-icsa-25-014-04.json
2751,ACTION,Minimize Network Exposure,Ensure control system devices and/or systems are not accessible from the Internet.,CISA_ICS_icsa-25-014-04_playbook-icsa-25-014-04.json
2752,ACTION,Isolate Control System Networks,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-014-04_playbook-icsa-25-014-04.json
2753,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as VPNs, ensuring they are updated to the most current version available.",CISA_ICS_icsa-25-014-04_playbook-icsa-25-014-04.json
2754,ACTION,Perform Impact Analysis and Risk Assessment,Conduct proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-014-04_playbook-icsa-25-014-04.json
2755,ACTION,Implement Recommended Cybersecurity Strategies,Refer to CISA's ICS webpage for recommended cybersecurity strategies and best practices for proactive defense of ICS assets.,CISA_ICS_icsa-25-014-04_playbook-icsa-25-014-04.json
2756,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-014-04_playbook-icsa-25-014-04.json
2757,ACTION,Update Mendix LDAP,Update Mendix LDAP to version 1.1.2 or later to mitigate the vulnerability.,CISA_ICS_icsa-25-016-01_playbook-icsa-25-016-01.json
2758,ACTION,Protect Network Access,Protect network access to devices with appropriate mechanisms as a general security measure.,CISA_ICS_icsa-25-016-01_playbook-icsa-25-016-01.json
2759,ACTION,Configure IT Environment,Configure the IT environment according to Siemens' operational guidelines for industrial security and follow recommendations in the product manuals.,CISA_ICS_icsa-25-016-01_playbook-icsa-25-016-01.json
2760,ACTION,Minimize Network Exposure,"Minimize network exposure for all control system devices and/or systems, ensuring they are not accessible from the internet.",CISA_ICS_icsa-25-016-01_playbook-icsa-25-016-01.json
2761,ACTION,Locate Networks Behind Firewalls,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-016-01_playbook-icsa-25-016-01.json
2762,ACTION,Use Secure Remote Access Methods,"When remote access is required, use more secure methods, such as Virtual Private Networks (VPNs). Ensure VPNs are updated to the most recent version available.",CISA_ICS_icsa-25-016-01_playbook-icsa-25-016-01.json
